,Ensembl,Symbol,s28mo_AR_M-s22mo_AR_M_logFC,s28mo_AR_M-s22mo_AR_M_logCPM,s28mo_AR_M-s22mo_AR_M_LR,s28mo_AR_M-s22mo_AR_M_PValue,s28mo_AR_M-s22mo_AR_M_Status,s28mo_AR_M-s22mo_AR_M_Status,Description
8527,ENSMUSG00000039252,Lgi2,0.7604578381,2.05741107,13.8763858374571,1.9523616623956e-4,0.01653846719458914,UP,"leucine-rich repeat LGI family, member 2"
12322,ENSMUSG00000074178,Gm10638,-0.685092738,2.4356588,13.8079914784121,2.0247318073414e-4,0.01705062385523506,DOWN,predicted gene 10638
8928,ENSMUSG00000040752,Myh6,-0.6954943518,5.12889941,13.77462306332,2.061014912868e-4,0.0172546722179057,DOWN,"myosin, heavy polypeptide 6, cardiac muscle, alpha"
3232,ENSMUSG00000024048,Myl12a,-0.4330433156,7.17372736,13.7129665807549,2.1297895530396e-4,0.01752302715018168,DOWN,"myosin, light chain 12A, regulatory, non-sarcomeric"
5624,ENSMUSG00000029661,Col1a2,0.9291611616,6.38008747,13.7132096089712,2.1295139779941e-4,0.01752302715018168,UP,"collagen, type I, alpha 2"
6280,ENSMUSG00000031508,Ankrd10,-0.4122649941,4.83074336,13.7154491202735,2.1269762370887e-4,0.01752302715018168,DOWN,ankyrin repeat domain 10
249,ENSMUSG00000001865,Cpa3,1.0217794403,1.36705603,13.6903447456509,2.1555989192544e-4,0.01763403093031271,UP,"carboxypeptidase A3, mast cell"
2987,ENSMUSG00000022840,Adcy5,0.8246591664,2.57304943,13.6618880663924,2.1885133390357e-4,0.01780156645547465,UP,adenylate cyclase 5
8092,ENSMUSG00000037904,Ankrd9,-0.4564816598,7.18935737,13.638447862587,2.216005509582e-4,0.01792335303682311,DOWN,ankyrin repeat domain 9
3148,ENSMUSG00000023572,Ccndbp1,-0.3934102284,5.32016597,13.5667433385764,2.3022848232413e-4,0.01844605367865438,DOWN,cyclin D-type binding-protein 1
6261,ENSMUSG00000031461,Myom2,-0.398030895,10.84087202,13.5633905430431,2.3064009559088e-4,0.01844605367865438,DOWN,myomesin 2
6240,ENSMUSG00000031400,G6pdx,0.6979706128,2.62771136,13.4699013977371,2.4242104918285e-4,0.01917403171326962,UP,glucose-6-phosphate dehydrogenase X-linked
9015,ENSMUSG00000041189,Chrnb1,-0.4082172716,5.396094,13.4701906091985,2.4238368480962e-4,0.01917403171326962,DOWN,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)"
374,ENSMUSG00000002769,Gnmt,-2.4763918703,1.51769373,13.4101406871617,2.5026764324593e-4,0.01968588780609257,DOWN,glycine N-methyltransferase
8587,ENSMUSG00000039497,Dse,0.7244562483,2.45288686,13.3937221847362,2.5246787738273e-4,0.01975043788312116,UP,dermatan sulfate epimerase
9499,ENSMUSG00000043719,Col6a6,0.8119337024,2.12639423,13.3613829827268,2.5685882155352e-4,0.01998473309434923,UP,"collagen, type VI, alpha 6"
1822,ENSMUSG00000020190,Mknk2,-0.4929520504,8.60392046,13.3306789647881,2.6109896339529e-4,0.02020482572955164,DOWN,MAP kinase-interacting serine/threonine kinase 2
5603,ENSMUSG00000029622,Arpc1b,0.3811599675,4.67888555,13.3071775585127,2.6439205390929e-4,0.02034965937508338,UP,"actin related protein 2/3 complex, subunit 1B"
4680,ENSMUSG00000027559,Car3,-0.4363924155,11.01571276,13.272444447002,2.6933578606912e-4,0.020619310766661,DOWN,carbonic anhydrase 3
2711,ENSMUSG00000022225,Cma1,1.1783313158,1.94022786,13.2614011984338,2.7092706667413e-4,0.02062427141586464,UP,"chymase 1, mast cell"
4490,ENSMUSG00000027107,Chrna1,-0.5192912399,4.28408081,13.2452063712164,2.7327782154019e-4,0.02062427141586464,DOWN,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)"
13318,ENSMUSG00000096768,Gm47283,-0.5367814646,3.40953491,13.2421585665086,2.7372251809264e-4,0.02062427141586464,DOWN,"predicted gene, 47283"
6827,ENSMUSG00000032725,Folr2,0.9497076763,1.78366397,12.9730812194882,3.1600154323108e-4,0.02368522561725734,UP,folate receptor 2 (fetal)
6527,ENSMUSG00000032011,Thy1,0.8351050567,2.04021944,12.909730777335,3.2687830621923e-4,0.02437286370747149,UP,"thymus cell antigen 1, theta"
9296,ENSMUSG00000042451,Mybph,-0.8035733693,5.87140167,12.887452781687,3.3079233530164e-4,0.02453690710973272,DOWN,myosin binding protein H
605,ENSMUSG00000004814,Ccl24,1.3493798572,0.35935986,12.8627496834839,3.3518771799969e-4,0.0247347802622866,UP,chemokine (C-C motif) ligand 24
522,ENSMUSG00000003949,Hlf,0.7265848699,3.72489163,12.7995540580415,3.4670198364278e-4,0.02530664431359661,UP,hepatic leukemia factor
7281,ENSMUSG00000034584,Exph5,-1.0250929018,0.74435374,12.7912714591085,3.4824035553077e-4,0.02530664431359661,DOWN,exophilin 5
9281,ENSMUSG00000042401,Crtac1,1.3109225469,0.26196364,12.807828278641,3.4517201081178e-4,0.02530664431359661,UP,cartilage acidic protein 1
1535,ENSMUSG00000018822,Sfrp5,0.8065364379,3.58788603,12.733610681236,3.5914251415274e-4,0.02596709208389267,UP,secreted frizzled-related sequence protein 5
2645,ENSMUSG00000022090,Pdlim2,0.8836183708,1.62106499,12.7043881659024,3.6479852321991e-4,0.02611227829208125,UP,PDZ and LIM domain 2
7346,ENSMUSG00000034810,Scn7a,0.5594364205,3.08305015,12.7052721234109,3.6462612284145e-4,0.02611227829208125,UP,"sodium channel, voltage-gated, type VII, alpha"
4311,ENSMUSG00000026674,Ddr2,0.5289341388,4.49979836,12.6616746444081,3.732277617272e-4,0.02658272953674993,UP,"discoidin domain receptor family, member 2"
11564,ENSMUSG00000062515,Fabp4,0.4691750864,7.76332797,12.5786391830434,3.9018073038922e-4,0.02765261057550594,UP,"fatty acid binding protein 4, adipocyte"
13969,ENSMUSG00000109947,Gm45669,1.8558973072,-0.67583914,12.4726725100364,4.1294886230066e-4,0.02912204883101615,UP,predicted gene 45669
7154,ENSMUSG00000034109,Golim4,0.6226907977,3.29673158,12.4243362933888,4.2377511647783e-4,0.02973904199753299,UP,golgi integral membrane protein 4
2186,ENSMUSG00000020937,Plcd3,-0.5031679886,3.80650127,12.414829114542,4.2593798735271e-4,0.02974501574117805,DOWN,"phospholipase C, delta 3"
1078,ENSMUSG00000012705,Retn,0.939101691,1.62783433,12.3217093991712,4.477205030322e-4,0.03111440156023787,UP,resistin
6016,ENSMUSG00000030774,Pak1,-0.6475141851,5.53992636,12.3031432284494,4.5219612115087e-4,0.03127362159611579,DOWN,p21 (RAC1) activated kinase 1
5767,ENSMUSG00000030110,Ret,0.7887013433,2.22219048,12.2845868675927,4.567144893748e-4,0.03143425302831572,UP,ret proto-oncogene
827,ENSMUSG00000006800,Sulf2,0.6487427256,3.5535766,12.1953486948691,4.7908819900757e-4,0.032651139354967,UP,sulfatase 2
2757,ENSMUSG00000022346,Myc,-0.801016227,1.7352318,12.187000169613,4.8123710560897e-4,0.032651139354967,DOWN,myelocytomatosis oncogene
10243,ENSMUSG00000049537,Tecrl,-1.8078431189,-0.79102812,12.2001807610949,4.7784885467214e-4,0.032651139354967,DOWN,"trans-2,3-enoyl-CoA reductase-like"
2114,ENSMUSG00000020799,Tekt1,-0.6826066078,3.26150655,12.13241598182,4.9552881752748e-4,0.03323610191271986,DOWN,tektin 1
3108,ENSMUSG00000023153,Tmem52,-0.3741643433,5.46184049,12.1300984644256,4.9614500257604e-4,0.03323610191271986,DOWN,transmembrane protein 52
3383,ENSMUSG00000024371,C2,0.7245011222,1.78512863,12.1275497907856,4.9682354074616e-4,0.03323610191271986,UP,complement component 2 (within H-2S)
771,ENSMUSG00000006360,Crip1,0.4551944826,3.99632282,12.1093705029412,5.0169069151382e-4,0.03325094416533296,UP,cysteine-rich protein 1 (intestinal)
8803,ENSMUSG00000040339,Fam102b,0.4582399124,3.63658498,12.1155150275525,5.0004025372117e-4,0.03325094416533296,UP,"family with sequence similarity 102, member B"
4094,ENSMUSG00000026147,Col9a1,1.0410781255,1.25386288,12.095087052768701,5.0554854754614e-4,0.0332982906319966,UP,"collagen, type IX, alpha 1"
8485,ENSMUSG00000039145,Camk1d,0.820143604,1.49292879,12.089532174632,5.0705695430114e-4,0.0332982906319966,UP,calcium/calmodulin-dependent protein kinase ID
13058,ENSMUSG00000089774,Slc5a3,0.7275746079,2.36967288,12.0391877201869,5.2093667377317e-4,0.03405355900336403,UP,"solute carrier family 5 (inositol transporters), member 3"
4196,ENSMUSG00000026414,Tnnt2,-0.641246237,2.27807337,12.0251231978259,5.2488229178954e-4,0.03415552222390494,DOWN,"troponin T2, cardiac"
8173,ENSMUSG00000038156,Spon1,0.6900924588,2.38295708,11.993697691301,5.338076667354e-4,0.03454287682844465,UP,"spondin 1, (f-spondin) extracellular matrix protein"
12347,ENSMUSG00000074364,Ehd2,0.4133745111,5.63928663,11.9872398192275,5.3566070521896e-4,0.03454287682844465,UP,EH-domain containing 2
1675,ENSMUSG00000019856,Fam184a,1.6473575045,-0.54406991,11.964584572705,5.4221296372888e-4,0.03480861340243378,UP,"family with sequence similarity 184, member A"
7566,ENSMUSG00000035783,Acta2,0.4295233506,5.04920842,11.9142754011548,5.570540183609e-4,0.03560172020917302,UP,"actin alpha 2, smooth muscle, aorta"
2839,ENSMUSG00000022510,Trp63,-0.505163715,3.79940942,11.8839441103273,5.6619914703031e-4,0.03602536439504899,DOWN,transformation related protein 63
10451,ENSMUSG00000051314,Ffar2,1.5976456708,-0.04850158,11.8618467389371,5.7295699634911e-4,0.03629403698997293,UP,free fatty acid receptor 2
6774,ENSMUSG00000032565,Nudt16,-0.5433864882,3.04639249,11.809659048667,5.8924222193012e-4,0.03716119669229838,DOWN,nudix (nucleoside diphosphate linked moiety X)-type motif 16
236,ENSMUSG00000001773,Folh1,1.6724685881,-0.04820209,11.7650935886282,6.0351847845419e-4,0.03772912898493587,UP,folate hydrolase 1
481,ENSMUSG00000003528,Slc25a1,0.7980029577,2.37436956,11.7717277623191,6.0137133864262e-4,0.03772912898493587,UP,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1"
1856,ENSMUSG00000020264,Slc36a2,0.9709575984,1.1033487,11.7392093022429,6.1197017554222e-4,0.0380911523176631,UP,"solute carrier family 36 (proton/amino acid symporter), member 2"
2071,ENSMUSG00000020709,Adap2,0.737301438,1.5278459,11.6578003295646,6.3933892041896e-4,0.03945162062378432,UP,ArfGAP with dual PH domains 2
9851,ENSMUSG00000046546,Fam43a,0.5537538644,3.2876291,11.6642796443609,6.3711608109623e-4,0.03945162062378432,UP,"family with sequence similarity 43, member A"
1616,ENSMUSG00000019577,Pdk4,-0.747653614,10.3080499,11.63477194339,6.4730278384802e-4,0.03977161653891982,DOWN,"pyruvate dehydrogenase kinase, isoenzyme 4"
6434,ENSMUSG00000031825,Crispld2,0.5563523112,4.79457391,11.6101063291027,6.5594402364059e-4,0.04013031898478122,UP,cysteine-rich secretory protein LCCL domain containing 2
11692,ENSMUSG00000063821,Dusp29,-0.5711815958,4.56459486,11.5810677788899,6.6626672699514e-4,0.04047421933004118,DOWN,dual specificity phosphatase 29
11988,ENSMUSG00000069601,Ank3,-0.3897919774,6.78001145,11.5784102275033,6.6721959778497e-4,0.04047421933004118,DOWN,"ankyrin 3, epithelial"
11119,ENSMUSG00000057614,Gnai1,0.7038613893,2.59667153,11.5597141185062,6.7396214782809e-4,0.04071072619538816,UP,"guanine nucleotide binding protein (G protein), alpha inhibiting 1"
2171,ENSMUSG00000020908,Myh3,-0.8693124088,2.88564657,11.5483394338036,6.7809793718862e-4,0.040788445667194743,DOWN,"myosin, heavy polypeptide 3, skeletal muscle, embryonic"
9246,ENSMUSG00000042254,Cilp,-0.7754665006,5.73143559,11.5249899964556,6.8666820487451e-4,0.04113113816311108,DOWN,"cartilage intermediate layer protein, nucleotide pyrophosphohydrolase"
3686,ENSMUSG00000025129,Ppp1r27,-0.5094473484,6.39084353,11.5105334931322,6.9202913599342e-4,0.04127953796200759,DOWN,"protein phosphatase 1, regulatory subunit 27"
2294,ENSMUSG00000021223,Papln,0.7793007853,1.45308082,11.4862739518778,7.0112052865639e-4,0.04164830493047717,UP,"papilin, proteoglycan-like sulfated glycoprotein"
11708,ENSMUSG00000063954,H2ac19,-0.4322569832,4.43016188,11.3847101695963,7.4051106089808e-4,0.04380643118932621,DOWN,H2A clustered histone 19
1352,ENSMUSG00000017009,Sdc4,-0.605942855,4.51856884,11.3493856039801,7.5472933014357e-4,0.04439314991913619,DOWN,syndecan 4
10685,ENSMUSG00000053317,Sec61b,0.507768529,3.26808011,11.3447121954191,7.5663094301964e-4,0.04439314991913619,UP,Sec61 beta subunit
4219,ENSMUSG00000026459,Myog,-1.0208874254,1.96845715,11.3106032519629,7.7065730260066e-4,0.04499984890872508,DOWN,myogenin
10950,ENSMUSG00000055980,Irs1,-0.4411303903,5.26597099,11.3043477137576,7.732580910552e-4,0.04499984890872508,DOWN,insulin receptor substrate 1
5260,ENSMUSG00000028893,Sesn2,0.5975835686,2.36117515,11.2707327856888,7.8738641068997e-4,0.04549955340476668,UP,sestrin 2
8236,ENSMUSG00000038332,Sesn1,-0.4643135113,4.95974929,11.2688126802308,7.8820126043462e-4,0.04549955340476668,DOWN,sestrin 1
5965,ENSMUSG00000030671,Pde3b,0.6306866678,2.87523919,11.2309723663368,8.0443487647862e-4,0.04625015940428934,UP,"phosphodiesterase 3B, cGMP-inhibited"
11049,ENSMUSG00000056999,Ide,-0.4522194808,7.16739168,11.2013126843323,8.1739488172361e-4,0.04680730050702126,DOWN,insulin degrading enzyme
2140,ENSMUSG00000020844,Nxn,-0.3851534261,5.96654742,11.1864074575315,8.239872900068e-4,0.04689124314137834,DOWN,nucleoredoxin
2728,ENSMUSG00000022270,Retreg1,-0.5403135194,8.75600253,11.1832028462477,8.2541165630255e-4,0.04689124314137834,DOWN,reticulophagy regulator 1
90,ENSMUSG00000000753,Serpinf1,0.5779988361,4.95317234,11.1537146403108,8.3863576851031e-4,0.0474541883873266,UP,"serine (or cysteine) peptidase inhibitor, clade F, member 1"
4895,ENSMUSG00000028076,Cd1d1,0.8380852203,2.1686526,11.1397615793794,8.4496751169606e-4,0.04762423187968833,UP,CD1d1 antigen
800,ENSMUSG00000006576,Slc4a3,-0.504649484,3.69614655,11.1192126685467,8.5438047087703e-4,0.04796592478853173,DOWN,"solute carrier family 4 (anion exchanger), member 3"
6401,ENSMUSG00000031762,Mt2,-0.7960692072,3.1148218,11.075276295204,8.7486383064048e-4,0.04835733822181175,DOWN,metallothionein 2
6402,ENSMUSG00000031765,Mt1,-0.7259812391,3.63811658,11.0814365012173,8.7196225887493e-4,0.04835733822181175,DOWN,metallothionein 1
9097,ENSMUSG00000041577,Prelp,0.5880120191,5.74028922,11.0888978135695,8.6846086471088e-4,0.04835733822181175,UP,proline arginine-rich end leucine-rich repeat
11282,ENSMUSG00000059456,Ptk2b,0.8477075851,1.10925546,11.0936940253691,8.6621763839774e-4,0.04835733822181175,UP,PTK2 protein tyrosine kinase 2 beta
1296,ENSMUSG00000016024,Lbp,0.5858454764,3.01540025,11.0218887011307,9.0042280799861e-4,0.04952331531376365,UP,lipopolysaccharide binding protein
6830,ENSMUSG00000032733,Snx33,0.7029938009,1.90892104,11.0168434951897,9.0287687181421e-4,0.04952331531376365,UP,sorting nexin 33
12791,ENSMUSG00000084939,Gm830,-0.8589198247,1.91705205,10.929572261188,9.4641343646621e-4,0.05171318609332198,NS,predicted gene 830
2529,ENSMUSG00000021806,Nid2,0.6197199438,3.19035744,10.908120141046,9.5743636776506e-4,0.0521165743000936,NS,nidogen 2
4623,ENSMUSG00000027422,Rrbp1,0.3629702403,5.57002427,10.8895386614194,9.6708912949156e-4,0.05244260597652002,NS,ribosome binding protein 1
5,ENSMUSG00000000058,Cav2,0.3966570624,4.21436607,10.8730806364571,0.00097572094821900995,0.05271102299888102,NS,caveolin 2
6679,ENSMUSG00000032376,Usp3,-0.5213387737,3.55385058,10.8616944812996,9.817382538437e-4,0.05283670993243011,NS,ubiquitin specific peptidase 3
8297,ENSMUSG00000038521,C1s1,0.461656879,4.73699897,10.8340283885134,9.9651595361069e-4,0.05343117000708112,NS,"complement component 1, s subcomponent 1"
2244,ENSMUSG00000021091,Serpina3n,0.5311165018,2.91308041,10.8158269865023,0.00100636062080264,0.05361790872627069,NS,"serine (or cysteine) peptidase inhibitor, clade A, member 3N"
2746,ENSMUSG00000022324,Matn2,0.6813813569,2.61327432,10.8137516524157,0.00100748934390659,0.05361790872627069,NS,matrilin 2
2977,ENSMUSG00000022816,Fstl1,0.6018831585,5.25034492,10.8048259396608,0.00101235843174981,0.05367749373677907,NS,follistatin-like 1
7132,ENSMUSG00000034006,Slc66a2,-0.4722080377,4.10362755,10.796355768482,0.00101700102231308,0.05372467393149108,NS,solute carrier family 66 member 2
6024,ENSMUSG00000030789,Itgax,1.4704704875,-0.50832604,10.784173856166,0.00102371583748989,0.05388057327024038,NS,integrin alpha X
1103,ENSMUSG00000013698,Pea15a,0.4329658533,4.96241249,10.7712507250744,0.0010308882448938,0.05394747498672521,NS,proliferation and apoptosis adaptor protein 15A
2539,ENSMUSG00000021822,Plau,0.5545040574,4.05297101,10.7679765033227,0.00103271351134046,0.05394747498672521,NS,"plasminogen activator, urokinase"
8294,ENSMUSG00000038517,Tbkbp1,0.5361887096,3.34490602,10.7615743273584,0.00103629195455081,0.05394747498672521,NS,TBK1 binding protein 1
9016,ENSMUSG00000041193,Pla2g5,1.185409433,0.25088016,10.7243759090295,0.00105733324815354,0.05464678802579264,NS,"phospholipase A2, group V"
9938,ENSMUSG00000047182,Irs3,1.0708135949,0.25186278,10.7243297626809,0.00105735961743116,0.05464678802579264,NS,insulin receptor substrate 3
5536,ENSMUSG00000029467,Atp2a2,-0.4451379831,8.98763434,10.6880333793131,0.00107830776173351,0.05474633243623695,NS,"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"
11869,ENSMUSG00000067586,S1pr3,0.6170671909,2.32224014,10.6881545811861,0.00107823711710489,0.05474633243623695,NS,sphingosine-1-phosphate receptor 3
11888,ENSMUSG00000067889,Sptbn2,-1.4146924941,-0.34994542,10.7137341801822,0.00106343186567048,0.05474633243623695,NS,"spectrin beta, non-erythrocytic 2"
12586,ENSMUSG00000079017,Ifi27l2a,0.6062755537,3.08638232,10.6878641964245,0.00107840638076409,0.05474633243623695,NS,"interferon, alpha-inducible protein 27 like 2A"
12610,ENSMUSG00000079168,Cd209g,1.1827967832,0.60673733,10.6954163039601,0.00107401302680982,0.05474633243623695,NS,CD209g antigen
2321,ENSMUSG00000021268,Meg3,0.482312394,3.64617858,10.6765903953638,0.00108499863637687,0.0548863621143862,NS,maternally expressed 3
5410,ENSMUSG00000029174,Tbc1d1,-0.3551371658,6.87473265,10.6670693567431,0.00109059772098517,0.05497534145642195,NS,"TBC1 domain family, member 1"
9289,ENSMUSG00000042428,Mgat3,0.8936000739,1.20853025,10.6182548372352,0.00111976677388769,0.05605098298942718,NS,mannoside acetylglucosaminyltransferase 3
14087,ENSMUSG00000113262,Gm48551,-1.3791801428,-0.16979145,10.6211289682697,0.00111802767642948,0.05605098298942718,NS,"predicted gene, 48551"
10574,ENSMUSG00000052392,Acot4,-1.1814020356,0.42811514,10.5977660990229,0.00113224378069575,0.056478055625228,NS,acyl-CoA thioesterase 4
655,ENSMUSG00000005338,Cadm3,0.6272713928,3.06326591,10.5830620676618,0.00114128468777667,0.0565789459242104,NS,cell adhesion molecule 3
8465,ENSMUSG00000039081,Zfp503,0.4378852793,3.69381884,10.5816274541428,0.00114217067421743,0.0565789459242104,NS,zinc finger protein 503
2063,ENSMUSG00000020695,Mrc2,0.6830669989,3.70156225,10.5687476738054,0.00115015618302677,0.05664108213901273,NS,"mannose receptor, C type 2"
11619,ENSMUSG00000063060,Sox7,0.6629091374,2.423077,10.5668492066115,0.0011513380065977,0.05664108213901273,NS,SRY (sex determining region Y)-box 7
8207,ENSMUSG00000038244,Mical2,-0.3621241039,7.0224191,10.5415793724588,0.0011671863730373,0.05722410998767831,NS,"microtubule associated monooxygenase, calponin and LIM domain containing 2"
7932,ENSMUSG00000037295,Ldlrap1,-0.4455770647,3.58605672,10.5325232338719,0.00117291964326148,0.05730893383253052,NS,low density lipoprotein receptor adaptor protein 1
5694,ENSMUSG00000029851,Tcaf2,1.0765123502,0.67219431,10.5225982366172,0.00117923570487702,0.05742155901707313,NS,TRPM8 channel-associated factor 2
198,ENSMUSG00000001506,Col1a1,0.9243706191,5.43195046,10.5040466667316,0.00119113397082387,0.05780431839428695,NS,"collagen, type I, alpha 1"
2343,ENSMUSG00000021319,Sfrp4,0.9359631031,0.87923647,10.456622952992,0.00122210492982392,0.05910693978161936,NS,secreted frizzled-related protein 4
399,ENSMUSG00000002900,Lamb1,0.4314417831,4.54901509,10.4322976546514,0.0012383059649762,0.05968884914006503,NS,laminin B1
12601,ENSMUSG00000079105,C7,0.8955493569,3.1412817,10.4051777259617,0.00125662467851344,0.06036858690469297,NS,complement component 7
9101,ENSMUSG00000041607,Mbp,0.6059854991,5.2587198,10.37209580233,0.00127934234769655,0.0610502168320794,NS,myelin basic protein
10108,ENSMUSG00000048440,Cyp4f16,1.1017421715,0.19952121,10.3737088912245,0.0012782250443193,0.0610502168320794,NS,"cytochrome P450, family 4, subfamily f, polypeptide 16"
5686,ENSMUSG00000029822,Osbpl3,-0.4817603772,3.43362003,10.3511376411145,0.00129394915917119,0.06154211349732489,NS,oxysterol binding protein-like 3
1323,ENSMUSG00000016494,Cd34,0.4577480824,5.24288298,10.3264289384094,0.00131138690733422,0.06216495021654545,NS,CD34 antigen
3493,ENSMUSG00000024659,Anxa1,0.5830098269,3.85369182,10.2795004280647,0.00134516363347741,0.06295823076220781,NS,annexin A1
3721,ENSMUSG00000025185,Loxl4,1.1048884302,0.37149875,10.2787478817517,0.00134571239265406,0.06295823076220781,NS,lysyl oxidase-like 4
8388,ENSMUSG00000038793,Lefty1,1.3110022392,-0.29672204,10.2928150833869,0.00133549191586568,0.06295823076220781,NS,left right determination factor 1
8524,ENSMUSG00000039242,B3galnt2,-0.3611637543,6.31027833,10.2818857285854,0.00134342576115628,0.06295823076220781,NS,"UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2"
8167,ENSMUSG00000038146,Notch3,0.3998046679,4.8304882,10.2511165213824,0.00136601897372389,0.06370008999293562,NS,notch 3
1440,ENSMUSG00000018143,Mafk,-0.367600819,5.2216316,10.2117794256883,0.00139546465987956,0.06444345829301872,NS,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein K (avian)"
