,Ensembl,Symbol,s22mo_C_F-s06mo_C_F_logFC,s22mo_C_F-s06mo_C_F_logCPM,s22mo_C_F-s06mo_C_F_LR,s22mo_C_F-s06mo_C_F_PValue,s22mo_C_F-s06mo_C_F_Status,s22mo_C_F-s06mo_C_F_Status,Description
11091,ENSMUSG00000057722,Lepr,-1.3128054447,1.4606583,20.30828498620101,6.5915e-6,5.416e-4,DOWN,leptin receptor
4293,ENSMUSG00000026676,Ccdc3,-1.4804520542,2.8662247,20.18904346213069,7.0154e-6,5.7313e-4,DOWN,coiled-coil domain containing 3
6186,ENSMUSG00000031343,Gabra3,-2.1692198983,-0.2382506,20.17595742752631,7.0635e-6,5.7379e-4,DOWN,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3"
3618,ENSMUSG00000024972,Lgals12,-1.8614060264,1.1145782,20.13425425923508,7.2192e-6,5.7985e-4,DOWN,"lectin, galactose binding, soluble 12"
5228,ENSMUSG00000028862,Map3k6,-1.1498515398,2.8617616,20.13749591402421,7.207e-6,5.7985e-4,DOWN,mitogen-activated protein kinase kinase kinase 6
11386,ENSMUSG00000060961,Slc4a4,0.8328659938,4.2093778,20.09587085912839,7.3656e-6,5.883e-4,UP,"solute carrier family 4 (anion exchanger), member 4"
6538,ENSMUSG00000032093,Cd3e,-2.2146589397,-0.5622066,20.06310566496327,7.4928e-6,5.9514e-4,DOWN,"CD3 antigen, epsilon polypeptide"
12578,ENSMUSG00000079168,Cd209g,-1.5516174434,1.0315142,20.00233229779658,7.7348e-6,6.1096e-4,DOWN,CD209g antigen
1951,ENSMUSG00000020467,Efemp1,-0.9993864915,2.4664389,19.94916231701014,7.9529e-6,6.2474e-4,DOWN,epidermal growth factor-containing fibulin-like extracellular matrix protein 1
3069,ENSMUSG00000023034,Nr4a1,0.8465814209,7.0777274,19.88436693664411,8.227e-6,6.4274e-4,UP,"nuclear receptor subfamily 4, group A, member 1"
3249,ENSMUSG00000024087,Cyp1b1,-1.5281073528,0.615525,19.8576376391397,8.3429e-6,6.4825e-4,DOWN,"cytochrome P450, family 1, subfamily b, polypeptide 1"
2615,ENSMUSG00000022014,Epsti1,-2.4363510225,-0.747255,19.69645308380533,9.077e-6,7.0148e-4,DOWN,epithelial stromal interaction 1 (breast)
13240,ENSMUSG00000095041,NA,-0.53793643,4.4744313,19.68102059316429,9.1506e-6,7.0336e-4,DOWN,NA
4871,ENSMUSG00000028064,Sema4a,-1.3502027226,1.3233325,19.62426981222512,9.4264e-6,7.2069e-4,DOWN,"sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (se"
1438,ENSMUSG00000018169,Mfng,-1.0483068557,1.8084044,19.6129043178892,9.4827e-6,7.2114e-4,DOWN,MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
1219,ENSMUSG00000015354,Pcolce2,-1.0171598312,2.5611076,19.59911963964856,9.5513e-6,7.2251e-4,DOWN,procollagen C-endopeptidase enhancer 2
13207,ENSMUSG00000093593,Gm20683,0.6970908652,4.6973858,19.5452380226147,9.8245e-6,7.3927e-4,UP,predicted gene 20683
3479,ENSMUSG00000024659,Anxa1,-0.8933018454,3.5300509,19.53318202830211,9.8867e-6,7.4006e-4,DOWN,annexin A1
11340,ENSMUSG00000060429,Sntb1,0.8864431121,3.8392862,19.39782611211083,1.0613e-5,7.9027e-4,UP,"syntrophin, basic 1"
5638,ENSMUSG00000029752,Asns,-1.4921688881,0.496574,19.35814582490286,1.0836e-5,8.0268e-4,DOWN,asparagine synthetase
10939,ENSMUSG00000056258,Kcnq3,-1.5173718232,0.5767188,19.19490535215125,1.1803e-5,8.6982e-4,DOWN,"potassium voltage-gated channel, subfamily Q, member 3"
2234,ENSMUSG00000021069,Pygl,-1.2980538609,1.2008719,19.17243774824978,1.1943e-5,8.756e-4,DOWN,liver glycogen phosphorylase
3483,ENSMUSG00000024664,Fads3,-1.0796895021,2.6850305,18.95028777479059,1.3417e-5,9.7868e-4,DOWN,fatty acid desaturase 3
3232,ENSMUSG00000024066,Xdh,-0.6771669446,5.6956918,18.91823703086499,1.3644e-5,9.9021e-4,DOWN,xanthine dehydrogenase
10781,ENSMUSG00000054641,Mmrn1,-1.4650906189,0.8992818,18.88001456997299,1.392e-5,0.0010051,DOWN,multimerin 1
6999,ENSMUSG00000033502,Cdc14a,0.5544626617,3.9454043,18.82264393652453,1.4345e-5,0.0010306,UP,CDC14 cell division cycle 14A
7612,ENSMUSG00000036103,Colec12,-0.8991610459,2.7978329,18.65323328114612,1.5678e-5,0.0011208,DOWN,collectin sub-family member 12
5660,ENSMUSG00000029810,Tmem176b,-0.9316176636,3.2332156,18.61658927960429,1.5982e-5,0.0011368,DOWN,transmembrane protein 176B
10551,ENSMUSG00000052430,Bmpr1b,-0.6788175639,3.4112033,18.56214420837213,1.6445e-5,0.001164,DOWN,"bone morphogenetic protein receptor, type 1B"
11611,ENSMUSG00000063415,Cyp26b1,-1.2477147532,2.0033145,18.49060396996244,1.7074e-5,0.0012025,DOWN,"cytochrome P450, family 26, subfamily b, polypeptide 1"
13768,ENSMUSG00000105987,AI506816,0.5671758747,5.339817,18.41451886469572,1.777e-5,0.0012454,UP,expressed sequence AI506816
9857,ENSMUSG00000046805,Mpeg1,-1.2734692791,2.1390044,18.39434825745792,1.7959e-5,0.0012525,DOWN,macrophage expressed gene 1
9674,ENSMUSG00000045312,Lhfpl2,-1.082607555,2.064891,18.34480866191805,1.8432e-5,0.0012767,DOWN,lipoma HMGIC fusion partner-like 2
10021,ENSMUSG00000048040,Arxes2,-2.0453379139,0.190404,18.33168270391334,1.8559e-5,0.0012767,DOWN,adipocyte-related X-chromosome expressed sequence 2
12736,ENSMUSG00000084349,Rpl3-ps1,-0.6523446535,3.4358251,18.33022852040302,1.8574e-5,0.0012767,DOWN,"ribosomal protein L3, pseudogene 1"
4777,ENSMUSG00000027848,Olfml3,-1.1979115204,2.2313369,18.29611433546541,1.8909e-5,0.0012935,DOWN,olfactomedin-like 3
11355,ENSMUSG00000060591,Ifitm2,-0.5486736571,4.0969044,18.24447534639416,1.9429e-5,0.0013227,DOWN,interferon induced transmembrane protein 2
2261,ENSMUSG00000021136,Smoc1,-1.6375042342,2.4235723,18.22965678936591,1.9581e-5,0.0013267,DOWN,SPARC related  modular calcium binding 1
3537,ENSMUSG00000024810,Il33,-0.9814861311,1.9614482,18.19758868860145,1.9913e-5,0.0013429,DOWN,interleukin 33
1339,ENSMUSG00000016918,Sulf1,-0.7434863426,3.0251223,18.17373916574132,2.0164e-5,0.0013476,DOWN,sulfatase 1
6897,ENSMUSG00000033082,Clec1a,-1.0502936067,1.5320739,18.1730278390245,2.0172e-5,0.0013476,DOWN,"C-type lectin domain family 1, member a"
6450,ENSMUSG00000031906,Smpd3,-1.4541941216,0.8418272,18.0729035168535,2.1261e-5,0.0014136,DOWN,"sphingomyelin phosphodiesterase 3, neutral"
7209,ENSMUSG00000034361,Cpne2,-0.7005074526,3.3348211,18.06425062965657,2.1357e-5,0.0014136,DOWN,copine II
9363,ENSMUSG00000042834,Nrep,1.3839123725,4.9291138,18.05362480509528,2.1477e-5,0.001415,UP,neuronal regeneration related protein
6637,ENSMUSG00000032338,Hcn4,-1.2267388255,1.3231674,18.01929250101581,2.1868e-5,0.0014341,DOWN,"hyperpolarization-activated, cyclic nucleotide-gated K+ 4"
1563,ENSMUSG00000019122,Ccl9,-1.2833969621,1.453116,17.9624483760043,2.2531e-5,0.0014704,DOWN,chemokine (C-C motif) ligand 9
14034,ENSMUSG00000112023,Lilrb4b,-1.3295748014,0.875155,17.95436056766178,2.2627e-5,0.0014704,DOWN,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B"
4364,ENSMUSG00000026834,Acvr1c,-1.9292222217,0.1052094,17.91828711581774,2.3059e-5,0.0014918,DOWN,"activin A receptor, type IC"
12463,ENSMUSG00000078307,AI593442,-1.6801036005,0.0283017,17.84702426393114,2.3939e-5,0.0015417,DOWN,expressed sequence AI593442
1778,ENSMUSG00000020120,Plek,-1.247420687,1.072775,17.82551007502093,2.4212e-5,0.0015475,DOWN,pleckstrin
3489,ENSMUSG00000024677,Ms4a6b,-1.9340655442,0.1601571,17.82288786731589,2.4245e-5,0.0015475,DOWN,"membrane-spanning 4-domains, subfamily A, member 6B"
1725,ENSMUSG00000020017,Hal,-1.3729762899,0.8814532,17.76960168180122,2.4934e-5,0.0015843,DOWN,histidine ammonia lyase
40,ENSMUSG00000000318,Clec10a,-1.1690200786,1.8149953,17.73342209759007,2.5412e-5,0.0015973,DOWN,"C-type lectin domain family 10, member A"
516,ENSMUSG00000003948,Mmd,-0.6619849386,3.9748045,17.71807988363265,2.5618e-5,0.0015973,DOWN,monocyte to macrophage differentiation-associated
2606,ENSMUSG00000021994,Wnt5a,0.9566808514,2.2313928,17.72006648477687,2.5591e-5,0.0015973,UP,"wingless-type MMTV integration site family, member 5A"
8941,ENSMUSG00000040950,Mgl2,-1.1222268396,1.8058025,17.71222755326134,2.5697e-5,0.0015973,DOWN,macrophage galactose N-acetyl-galactosamine specific lectin 2
10945,ENSMUSG00000056313,Tcim,0.7318676223,3.2316812,17.74411824672259,2.527e-5,0.0015973,UP,transcriptional and immune response regulator
1376,ENSMUSG00000017466,Timp2,-0.7620449774,6.3541354,17.68318630400374,2.6092e-5,0.0016149,DOWN,tissue inhibitor of metalloproteinase 2
6859,ENSMUSG00000032925,Itgbl1,-1.5843092596,2.2294765,17.67331528873331,2.6228e-5,0.0016163,DOWN,"integrin, beta-like 1"
5961,ENSMUSG00000030711,Sult1a1,-0.6057987824,3.6936894,17.62315674627582,2.6929e-5,0.0016524,DOWN,"sulfotransferase family 1A, phenol-preferring, member 1"
2115,ENSMUSG00000020810,Cygb,-0.5904831536,4.1670245,17.51602958146809,2.849e-5,0.0017407,DOWN,cytoglobin
7368,ENSMUSG00000034993,Vat1,-0.5789090807,4.4512047,17.48960489260045,2.8888e-5,0.0017427,DOWN,vesicle amine transport 1
8087,ENSMUSG00000037991,Rmi2,1.8634530723,0.3639325,17.4992119778362,2.8743e-5,0.0017427,UP,RecQ mediated genome instability 2
9985,ENSMUSG00000047766,Lrrc49,1.6988831189,2.2602193,17.49076041523128,2.8871e-5,0.0017427,UP,leucine rich repeat containing 49
7872,ENSMUSG00000037185,Krt80,-1.1804342068,2.0261678,17.4336942525273,2.9751e-5,0.0017872,DOWN,keratin 80
9618,ENSMUSG00000044938,Klhl31,0.5676855659,7.4621888,17.38941881383171,3.0452e-5,0.0018216,UP,kelch-like 31
1768,ENSMUSG00000020101,Vsir,-0.6741744434,3.4907068,17.37847465733248,3.0628e-5,0.0018245,DOWN,V-set immunoregulatory receptor
2768,ENSMUSG00000022371,Col14a1,-1.0914184164,2.8750224,17.36824649977859,3.0793e-5,0.0018267,DOWN,"collagen, type XIV, alpha 1"
14038,ENSMUSG00000112148,Lilrb4a,-1.3615453587,0.9194951,17.35025267072615,3.1086e-5,0.0018365,DOWN,"leukocyte immunoglobulin-like receptor, subfamily B, member 4A"
8528,ENSMUSG00000039384,Dusp10,0.9938806927,4.2093548,17.25873345082984,3.2619e-5,0.0019113000000000001,UP,dual specificity phosphatase 10
10841,ENSMUSG00000055254,Ntrk2,-1.2416126238,2.8548919,17.26073590417956,3.2585e-5,0.0019113000000000001,DOWN,"neurotrophic tyrosine kinase, receptor, type 2"
4455,ENSMUSG00000027074,Slc43a3,-0.5292995441,4.4486771,17.24149530839639,3.2917e-5,0.0019209,DOWN,"solute carrier family 43, member 3"
5082,ENSMUSG00000028549,Itgb3bp,0.6385238133,6.2709533,17.23251399806517,3.3073e-5,0.0019221,UP,integrin beta 3 binding protein (beta3-endonexin)
472,ENSMUSG00000003477,Inmt,-0.8040981065,3.5457428,17.20514362382822,3.3553e-5,0.0019421,DOWN,indolethylamine N-methyltransferase
11252,ENSMUSG00000059498,Fcgr3,-1.529450428,1.2309821,17.17086722842068,3.4164e-5,0.0019695,DOWN,"Fc receptor, IgG, low affinity III"
1927,ENSMUSG00000020427,Igfbp3,-0.791638539,3.0659297,17.15469629907219,3.4456e-5,0.0019784,DOWN,insulin-like growth factor binding protein 3
4514,ENSMUSG00000027221,Chst1,-1.0417735341,1.8971977,17.12450620836179,3.5008e-5,0.002002,DOWN,carbohydrate sulfotransferase 1
6201,ENSMUSG00000031375,Bgn,-0.7299769142,5.0848833,17.08464759824216,3.575e-5,0.0020363,DOWN,biglycan
6891,ENSMUSG00000033059,Pygb,-0.867121627,2.9398152,17.03078777894871,3.6779e-5,0.0020866,DOWN,brain glycogen phosphorylase
5902,ENSMUSG00000030562,Nox4,-1.8068475006,0.3913139,16.9715551096965,3.7944e-5,0.0021442,DOWN,NADPH oxidase 4
2626,ENSMUSG00000022037,Clu,-0.5859563275,5.2409078,16.91498125985713,3.9092e-5,0.0022004,DOWN,clusterin
11462,ENSMUSG00000061825,Ces2c,-1.4856269096,0.7052916,16.90752405746,3.9246e-5,0.0022004,DOWN,carboxylesterase 2C
8389,ENSMUSG00000038894,Irs2,0.8655301923,5.1115322,16.88872870333275,3.9636e-5,0.0022136,UP,insulin receptor substrate 2
4145,ENSMUSG00000026315,Serpinb8,-1.2502628921,0.9315774,16.87864652378756,3.9847e-5,0.0022167,DOWN,"serine (or cysteine) peptidase inhibitor, clade B, member 8"
7583,ENSMUSG00000035963,Odf3l2,-2.0480615435,3.3016905,16.81164159960134,4.1279e-5,0.0022875,DOWN,outer dense fiber of sperm tails 3-like 2
6153,ENSMUSG00000031239,Itm2a,0.6579752342,6.4429633,16.77852331283108,4.2006e-5,0.0023188,UP,integral membrane protein 2A
10631,ENSMUSG00000053166,Cdh22,-2.161919126,-0.937148,16.73489625535116,4.2983e-5,0.0023636,DOWN,cadherin 22
12093,ENSMUSG00000071532,Gm10335,-1.0458268164,1.795615,16.71694909551539,4.3392e-5,0.0023769,DOWN,predicted gene 10335
10298,ENSMUSG00000050192,Eif5a2,-1.6009132256,0.1601218,16.63741068348295,4.525e-5,0.0024692,DOWN,eukaryotic translation initiation factor 5A2
12217,ENSMUSG00000073489,Ifi204,-1.3019450488,1.2902676,16.60008584530004,4.6149e-5,0.0025087,DOWN,interferon activated gene 204
1742,ENSMUSG00000020057,Dram1,-1.16192938,1.6337845,16.56145000702357,4.7099e-5,0.0025506,DOWN,DNA-damage regulated autophagy modulator 1
11810,ENSMUSG00000067212,H2-T23,-1.0276368314,3.7023535,16.52197269462385,4.809e-5,0.0025945,DOWN,"histocompatibility 2, T region locus 23"
10884,ENSMUSG00000055733,Nap1l3,1.6406391997,-0.2741037,16.45126117625949,4.9917e-5,0.0026829,UP,nucleosome assembly protein 1-like 3
12202,ENSMUSG00000073421,H2-Ab1,-1.0253505137,3.2983485,16.43757069076297,5.0279e-5,0.0026923,DOWN,"histocompatibility 2, class II antigen A, beta 1"
11411,ENSMUSG00000061232,H2-K1,-1.0828363119,5.8240328,16.42482843151478,5.0618e-5,0.0027003,DOWN,"histocompatibility 2, K1, K region"
10174,ENSMUSG00000049241,Hcar1,-2.0884779662,-0.6513601,16.40799870099399,5.1069e-5,0.0027143,DOWN,hydrocarboxylic acid receptor 1
1133,ENSMUSG00000014361,Mertk,-0.9736042154,1.8515911,16.37208376088983,5.2046e-5,0.0027458,DOWN,MER proto-oncogene tyrosine kinase
3836,ENSMUSG00000025492,Ifitm3,-0.833696936,4.367113,16.3740848304219,5.1991e-5,0.0027458,DOWN,interferon induced transmembrane protein 3
10920,ENSMUSG00000056116,H2-T22,-0.7090399737,4.2314469,16.33327411767554,5.3123e-5,0.0027923,DOWN,"histocompatibility 2, T region locus 22"
1216,ENSMUSG00000015340,Cybb,-1.3922541725,1.4051707,16.3219778737872,5.3441e-5,0.0027987,DOWN,"cytochrome b-245, beta polypeptide"
10554,ENSMUSG00000052459,Atp6v1a,-0.5147779608,4.6377111,16.23955930610429,5.5816e-5,0.0029124,DOWN,"ATPase, H+ transporting, lysosomal V1 subunit A"
13399,ENSMUSG00000097451,Rian,0.7762597909,2.884811,16.23078408579489,5.6075e-5,0.0029153,UP,RNA imprinted and accumulated in nucleus
10808,ENSMUSG00000054863,Tafa5,-0.8772941615,2.3591489,16.11098262934364,5.9737e-5,0.0030944,DOWN,TAFA chemokine like family member 5
4211,ENSMUSG00000026483,Niban1,-0.5376176037,4.051402,15.92838664739619,6.5785e-5,0.0033954,DOWN,niban apoptosis regulator 1
11855,ENSMUSG00000068015,Lrch1,-0.9013652336,2.040544,15.86481054064631,6.8032e-5,0.0034988,DOWN,leucine-rich repeats and calponin homology (CH) domain containing 1
4292,ENSMUSG00000026675,Hsd17b7,-0.8656460441,3.2428327,15.82559889513874,6.9456e-5,0.0035592,DOWN,hydroxysteroid (17-beta) dehydrogenase 7
5468,ENSMUSG00000029381,Shroom3,-1.2724429366,0.6389175,15.71128302451221,7.3783e-5,0.0037674,DOWN,shroom family member 3
6200,ENSMUSG00000031373,Car5b,-1.3109978002,0.8163051,15.67534912872583,7.5198e-5,0.003826,DOWN,"carbonic anhydrase 5b, mitochondrial"
10446,ENSMUSG00000051439,Cd14,-1.1933034165,0.7128965,15.66514019933485,7.5605e-5,0.0038331,DOWN,CD14 antigen
4233,ENSMUSG00000026547,Tagln2,-0.5464183735,3.9029582,15.64218239944742,7.6528e-5,0.0038662,DOWN,transgelin 2
7521,ENSMUSG00000035697,Arhgap45,-0.9712437832,1.6156984,15.58731230046585,7.8781e-5,0.0039532,DOWN,Rho GTPase activating protein 45
13231,ENSMUSG00000094686,Ccl21a,-0.783216436,2.9139443,15.58675058460473,7.8805e-5,0.0039532,DOWN,chemokine (C-C motif) ligand 21A (serine)
2531,ENSMUSG00000021815,Mss51,-0.8458535104,8.9087487,15.53457825594614,8.101e-5,0.0040496,DOWN,MSS51 mitochondrial translational activator
1982,ENSMUSG00000020532,Acaca,-0.5106178433,4.3888465,15.51578853176597,8.1819e-5,0.0040758,DOWN,acetyl-Coenzyme A carboxylase alpha
8501,ENSMUSG00000039264,Gimap3,-1.8873394401,-0.7874684,15.47648504747459,8.3538e-5,0.004147,DOWN,"GTPase, IMAP family member 3"
3384,ENSMUSG00000024411,Aqp4,0.8249169332,3.9098612,15.44040023303696,8.5148e-5,0.0042123,UP,aquaporin 4
1723,ENSMUSG00000020010,Vnn3,-2.2148635983,-1.1817921,15.40973708336444,8.6541e-5,0.0042665,DOWN,vanin 3
12174,ENSMUSG00000072941,Sod3,-0.7186121231,3.6790515,15.36452056808214,8.8637e-5,0.0043548,DOWN,"superoxide dismutase 3, extracellular"
6887,ENSMUSG00000033044,Dhrs7c,0.5916275989,7.3966317,15.3214304815179,9.0682e-5,0.00444,UP,dehydrogenase/reductase (SDR family) member 7C
11627,ENSMUSG00000063556,Gm10132,0.852563617,2.3028202,15.23631970138003,9.4861e-5,0.0046288,UP,predicted gene 10132
14288,ENSMUSG00000118667,Ahnak2,-0.7832384059,2.6470231,15.2286081660005,9.525e-5,0.0046319,DOWN,AHNAK nucleoprotein 2
8020,ENSMUSG00000037742,Eef1a1,-0.5362251003,8.5198075,15.21584059488561,9.5896e-5,0.0046475,DOWN,eukaryotic translation elongation factor 1 alpha 1
6220,ENSMUSG00000031400,G6pdx,-1.1319464034,2.1337832,15.18240418432194,9.7609e-5,0.0047146,DOWN,glucose-6-phosphate dehydrogenase X-linked
11691,ENSMUSG00000064215,Ifi27,-0.4679977346,4.6877603,15.16030540155245,9.8758e-5,0.004754,DOWN,"interferon, alpha-inducible protein 27"
9788,ENSMUSG00000046318,Ccbe1,-1.3730943195,0.4796469,15.08386654836865,1.0284e-4,0.0049173,DOWN,collagen and calcium binding EGF domains 1
11763,ENSMUSG00000066443,Gm10163,-4.7158015716,2.4996622,15.08510560589649,1.0277e-4,0.0049173,DOWN,predicted pseudogene 10163
410,ENSMUSG00000003031,Cdkn1b,0.5112482466,5.3156184,15.07629340945338,1.0325e-4,0.0049206,UP,cyclin-dependent kinase inhibitor 1B
1658,ENSMUSG00000019841,Rev3l,0.5077277065,4.783516,15.05415425469432,1.0447e-4,0.0049622,UP,"REV3 like, DNA directed polymerase zeta catalytic subunit"
2043,ENSMUSG00000020661,Dnmt3a,0.4842296504,5.9452128,15.02847051336386,1.059e-4,0.0049969,UP,DNA methyltransferase 3A
4244,ENSMUSG00000026574,Dpt,-0.7546092649,4.9142737,15.03221513023141,1.0569e-4,0.0049969,DOWN,dermatopontin
1558,ENSMUSG00000019066,Rab3d,-0.8203062615,2.4326121,15.0220659282322,1.0626e-4,0.0049974,DOWN,"RAB3D, member RAS oncogene family"
60,ENSMUSG00000000489,Pdgfb,0.4952704063,4.6109021,14.95882284562716,1.0988e-4,0.0051412,UP,"platelet derived growth factor, B polypeptide"
1092,ENSMUSG00000013584,Aldh1a2,-1.0620738685,1.3505347,14.95615680279975,1.1004e-4,0.0051412,DOWN,"aldehyde dehydrogenase family 1, subfamily A2"
7327,ENSMUSG00000034832,Tet3,0.5418131485,4.2623549,14.92769667300208,1.1171e-4,0.0051855,UP,tet methylcytosine dioxygenase 3
10500,ENSMUSG00000052013,Btla,-1.3645443837,0.3096524,14.93044180217552,1.1155e-4,0.0051855,DOWN,B and T lymphocyte associated
10066,ENSMUSG00000048373,Fgfbp1,0.8470474249,2.6402767,14.89226773044829,1.1383e-4,0.0052667,UP,fibroblast growth factor binding protein 1
2363,ENSMUSG00000021390,Ogn,-0.7918898786,4.3487592,14.85917577958558,1.1584e-4,0.0053254,DOWN,osteoglycin
9504,ENSMUSG00000044086,Lmod3,0.4852525539,6.3108546,14.86382423932596,1.1556e-4,0.0053254,UP,leiomodin 3 (fetal)
2406,ENSMUSG00000021508,Cxcl14,-0.7410339009,4.618019,14.84733612997245,1.1657e-4,0.0053342,DOWN,chemokine (C-X-C motif) ligand 14
6916,ENSMUSG00000033161,Atp1a1,-0.5152005969,6.9892791,14.8439942304211,1.1678e-4,0.0053342,DOWN,"ATPase, Na+/K+ transporting, alpha 1 polypeptide"
11312,ENSMUSG00000060131,Atp8b4,-2.058935909,-1.0058998,14.8024544268079,1.1938e-4,0.0054356,DOWN,"ATPase, class I, type 8B, member 4"
5306,ENSMUSG00000029007,Agtrap,-0.5656213452,3.5625629,14.78275788146977,1.2063e-4,0.0054697,DOWN,"angiotensin II, type I receptor-associated protein"
5329,ENSMUSG00000029059,Prxl2b,0.4842430137,6.5650442,14.77867625467026,1.2089e-4,0.0054697,UP,peroxiredoxin like 2B
12431,ENSMUSG00000075602,Ly6a,-0.687722758,4.75139,14.75562898331787,1.2238e-4,0.0055195,DOWN,"lymphocyte antigen 6 complex, locus A"
7234,ENSMUSG00000034463,Scara3,-0.975744856,3.1027256,14.7333498149911,1.2384e-4,0.0055676,DOWN,"scavenger receptor class A, member 3"
8720,ENSMUSG00000040147,Maob,-0.4825249992,4.6211036,14.69316147841576,1.265e-4,0.0056697,DOWN,monoamine oxidase B
4995,ENSMUSG00000028369,Svep1,-0.8993204311,2.9223267,14.64638985966963,1.2968e-4,0.0057824,DOWN,"sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
5105,ENSMUSG00000028599,Tnfrsf1b,-0.8837158671,2.1190425,14.64428363903643,1.2983e-4,0.0057824,DOWN,"tumor necrosis factor receptor superfamily, member 1b"
1420,ENSMUSG00000017897,Eya2,-1.3471254713,1.0599854,14.61124393139167,1.3212e-4,0.0058664,DOWN,EYA transcriptional coactivator and phosphatase 2
4497,ENSMUSG00000027188,Pamr1,-0.9735940837,2.2458351,14.60532619054059,1.3254e-4,0.0058666,DOWN,peptidase domain containing associated with muscle regeneration 1
3080,ENSMUSG00000023064,Sncg,-0.997017427,3.210755,14.58625316388982,1.3389e-4,0.005908,DOWN,"synuclein, gamma"
10970,ENSMUSG00000056569,Mpz,1.3920871249,6.4698577,14.56805293041822,1.3519e-4,0.005947,UP,myelin protein zero
443,ENSMUSG00000003283,Hck,-2.1270976225,-0.7274663,14.5173474076136,1.3887e-4,0.0060905,DOWN,hemopoietic cell kinase
11772,ENSMUSG00000066607,Insyn1,-0.4871287966,4.1023905,14.43717684651268,1.4491e-4,0.0063359,DOWN,inhibitory synaptic factor 1
9563,ENSMUSG00000044499,Hs3st5,0.663167741,2.8421671,14.40870891097589,1.4712e-4,0.0064127,UP,heparan sulfate (glucosamine) 3-O-sulfotransferase 5
8987,ENSMUSG00000041202,Pla2g2d,-1.2840944776,0.3566371,14.39934583195467,1.4785e-4,0.0064251,DOWN,"phospholipase A2, group IID"
6415,ENSMUSG00000031827,Cotl1,-0.8594582113,2.3162911,14.37404463022624,1.4985e-4,0.0064923,DOWN,coactosin-like 1 (Dictyostelium)
13128,ENSMUSG00000091119,Ccdc152,-0.5314700729,3.9722061,14.36355852167439,1.5069e-4,0.0065088,DOWN,coiled-coil domain containing 152
10319,ENSMUSG00000050335,Lgals3,-1.0417544544,2.1829761,14.3386779201904,1.527e-4,0.0065756,DOWN,"lectin, galactose binding, soluble 3"
3965,ENSMUSG00000025888,Casp1,-1.5581087299,-0.1563408,14.31669538594513,1.5449e-4,0.0065843,DOWN,caspase 1
6053,ENSMUSG00000030921,Trim30a,-1.1283940502,1.4356568,14.309821563269,1.5505e-4,0.0065843,DOWN,tripartite motif-containing 30A
8016,ENSMUSG00000037735,2810032G03Rik,-1.3891700419,0.3920602,14.30245771911787,1.5566e-4,0.0065843,DOWN,RIKEN cDNA 2810032G03 gene
9633,ENSMUSG00000045045,Lrfn4,1.618377998,3.4997213,14.32562486802488,1.5376e-4,0.0065843,UP,leucine rich repeat and fibronectin type III domain containing 4
11839,ENSMUSG00000067786,Nnat,-1.6909972121,3.5865103,14.3183048701326,1.5436e-4,0.0065843,DOWN,neuronatin
12280,ENSMUSG00000074151,Nlrc5,-1.5074726906,1.3083584,14.30766209860763,1.5523e-4,0.0065843,DOWN,"NLR family, CARD domain containing 5"
3761,ENSMUSG00000025279,Dnase1l3,-1.9846618807,-1.0539476,14.26073454244799,1.5915e-4,0.0066923,DOWN,deoxyribonuclease 1-like 3
11801,ENSMUSG00000067081,Asb18,0.4534814066,4.6031963,14.26184642131033,1.5906e-4,0.0066923,UP,ankyrin repeat and SOCS box-containing 18
